Title,Available Globally?,Release Date,Hours Viewed,Number of Ratings,Rating,Genre,Key Words,Description
Curious George: Season 8,No,,300000,,,,,
Curious George: Season 11,No,,300000,8.0,7.6,"['Animation', 'Adventure', 'Comedy']",,
Curious George: Season 12,No,,300000,,,,,
Cursed in Love: Season 1 // 私たちはどうかしている: シーズン1,No,,300000,3008.0,5.9,"['Comedy', 'Drama', 'Romance']","love,boy,womanizer,illegitimate son,father son relationship","A Playboy&apos;s past catches up with him, when he wants to get married"
Dachau,No,,300000,270.0,6.3,"['Documentary', 'History', 'War']","concentration camp,nazi,dachau germany,nazi germany,u.s. soldier",Interviews with those who were there and their family members. A Unique insight into the Nazi&apos;s first Concentration Camp.
Daddy Issue // Hồn papa da con gái,No,,300000,824.0,4.4,"['Drama', 'Romance']","queer,female,lgbt,role playing,lesbian fingering","Maya, a queer pixie artist, meets and falls madly in love with her insta-crush: the sexually fluid fashionista, Jasmine. It&apos;s all gumdrops and fairytales until Maya discovers Jasmine&apos;s passionate relationship with a secret sugar d..."
Dance Academy: Series 2,No,,300000,12054.0,7.3,"['Animation', 'Action', 'Adventure']","die hard scenario,superpower,my hero academia,superhero,anime animation",
Dancing Queen: Season 1,Yes,2018-10-05,300000,,,"['Short', 'Musical', 'Comedy']",,"Tom Cannon, a tap-dancer senior at State University sets out to find a College Queen for the upcoming competition. He selects Cindy Harris, a girl who is working her way through college as a waitress and can sing and dance. They w..."
Das Boot (1985): Season 1,No,,300000,6.0,6.7,"['Documentary', 'Drama', 'History']",,
Das Pubertier: Season 1,No,,300000,167.0,7.3,"['Biography', 'Drama']",life,"Aashad Ka Ek Din is an adaptation of the play that is based on Kalidasa&apos;s life in three acts. Kalidasa is renowned as one of the greatest writers, poets and dramatists in the history of Sanskrit language."
Dating Around: Season 1,Yes,2019-02-14,300000,14593.0,9.2,"['Drama', 'Horror', 'Sci-Fi']","interactive drama,playstation 3,xbox 360,microsoft windows,single player","In a world devastated by the undead, a convicted criminal is given a second chance at life when he comes across a little girl named Clementine."
Dave Chappelle: The Kennedy Center Mark Twain Prize for American Humor,Yes,,300000,2372.0,7.5,['Comedy'],tv special,"In 2019 comedy great Dave Chappelle received the 22nd Annual Mark Twain Prize for American Humor. The event was held in a ceremony at the Kennedy Center in Washington, DC. Toasting Chappelle were a who&apos;s who of the entertainment i..."
Dear Friend,No,,300000,1087.0,5.9,"['Comedy', 'Drama']","friendship,friend",Four close friends who live together in Bangalore. The friendship filled with fun and humor which quickly changes into a gripping mystery that keeps the spectators on the edge of their seats and leaves them with mixed feelings.
Death Wish (2018),No,,300000,75294.0,6.3,"['Action', 'Crime', 'Drama']","remake,vigilante,vigilantism,paul kersey character,dark hero","Dr. Paul Kersey is an experienced trauma surgeon, a man who has spent his life saving lives. After an attack on his family, Paul embarks on his own mission for justice."
Deleted,No,,300000,16447.0,8.2,"['Short', 'Crime', 'Drama']","batman,arkham asylum,inmate,clown,based on comic book series","In a deleted scene from The Batman (2022), Batman consults an old acquaintance and Arkham inmate about The Riddler&apos;s crime spree."
Delhi 6 // दिल्ली 6,No,,300000,8280.0,6.2,['Drama'],"religious conflict,near death experience,child drives a car,crying woman,woman wrapped in a towel",
Delhi Belly,No,,300000,31598.0,7.5,"['Action', 'Comedy', 'Crime']","neo screwball comedy,camera,sex scene,dark comedy,gangster",Three struggling room-mates unknowingly become potential prey of a ruthless gangster.
Delicious Romance (2021) // 愛很美味 // 爱很美味,No,,300000,124.0,6.2,"['Comedy', 'Romance']",,"Three sisters navigate the ups and downs of love, life, and work."
Der Tatortreiniger: Season 1,No,,300000,7789.0,8.5,"['Comedy', 'Crime']","blood stain,homicide,dead man,timeframe 2010s,murder",
Der Tatortreiniger: Season 2,No,,300000,7789.0,8.5,"['Comedy', 'Crime']","blood stain,homicide,dead man,timeframe 2010s,murder",
Der Tatortreiniger: Season 4,No,,300000,7789.0,8.5,"['Comedy', 'Crime']","blood stain,homicide,dead man,timeframe 2010s,murder",
Der Tatortreiniger: Season 5,No,,300000,7789.0,8.5,"['Comedy', 'Crime']","blood stain,homicide,dead man,timeframe 2010s,murder",
DeRay Davis: How to Act Black,Yes,2017-11-14,300000,482.0,6.2,['Comedy'],"tv special,stand up comedy,stand up comedy special","Dynamic comic DeRay Davis hits the stage like a ball of fire, nailing the finer points of living, dating and handling show business as a black man."
Dev.D // देव डी,No,,300000,31894.0,7.9,"['Comedy', 'Drama', 'Romance']","downward spiral,indian sex comedy,character repeats someone else&apos;s dialogue,girl,young",
Devil,No,,300000,155249.0,6.3,"['Horror', 'Mystery', 'Thriller']","supernatural horror,jump scare,villain escapes,grindhouse film,slow motion scene",A group of people are trapped in an elevator and the Devil is mysteriously amongst them.
Dhanak // धनक,No,,300000,4309.0,7.8,"['Comedy', 'Drama']",girl,"Believing actor and goodwill ambassador Shah Rukh Khan can help her brother get an operation to restore his sight, a 10-year old girl takes her blind 8-year old brother on a trek across Rajasthan in search of the superstar."
Dieses bescheuerte Herz,No,,300000,3591.0,6.9,"['Comedy', 'Drama']","singing in a car,driving a car into a swimming pool,car in a swimming pool,male vomiting,female doctor",An irresponsible man is forced by his father to take care of one of his ailing patients.
Dilan 1990,No,,300000,3652.0,7.0,"['Drama', 'Romance']","school,high school,1990s,year 1990,student","Milea (Vanesha Prescilla) met with Dilan (Iqbaal Ramadhan) at a high school in Bandung in 1990. An unusual introduction brings Milea to know the uniqueness of Dilan who is smart, kind, and romantic in her eyes."
Dinner Date: Series 1,No,,300000,,,,,
Dino Mecard // 공룡메카드,No,,300000,10.0,8.4,"['Animation', 'Action', 'Adventure']","mecard,proxy battles,child protagonist,korean animation,aeni",Yong-chan and his friends embark on a big adventure to save tiny dinosaurs from greedy villains overtaking their peaceful island home.
Dinosaur Train: Season 4,No,,300000,,,['Talk-Show'],,
Diorama,Yes,2022-09-06,300000,488.0,5.4,"['Comedy', 'Drama', 'Romance']","family relationships,love",
Disclosure,Yes,2020-06-19,300000,53598.0,6.2,"['Drama', 'Thriller']","sexual harassment,fellatio,old flame,female lawyer,husband wife relationship","A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life."
Disconnect (2018),No,,300000,159.0,5.0,"['Comedy', 'Romance']",dating,A romantic comedy that brings out the intricacies and absurdities of the Nairobi dating scene.
Dismissed: Season 1 // המפקדת: עונה 1,No,,300000,,,"['Documentary', 'Short']",,
Dismissed: Season 2 // המפקדת: עונה 2,No,,300000,,,"['Documentary', 'Short']",,
Doc Martin (2004): Series 9,No,,300000,,,,,
Documentary Now!: Season 2,No,,300000,,,['Short'],,A behind-the-scenes special feature looking at the city of New Orleans as a character in itself on the show.
"Dogs, Lovers and Other Troubles // Řekni to psem",No,,300000,734.0,5.5,['Comedy'],"forced sex turns to consensual sex,sex with brother in law,mature woman teenage boy sex,mature woman seduces teenage boy,sex with sister in law","In Versillia&apos;s sandy beaches during the summer of 1956, a gawky adolescent, Sandro, spends his vacation by the sea, along with his family and his intriguingly beautiful sister-in-law."
Don't be the First one: 2021 // 1호가 될 순 없어: 2021,Yes,,300000,,,,,
Dongalunnaru Jagratha,No,,300000,260.0,5.1,['Thriller'],enemy,"Raju, a petty thief, decides to rob an expensive SUV and soon realizes that the car is an inescapable trap. Here starts Raju&apos;s excruciating race against time to survive inside the SUV where an enemy from outside has complete contr..."
Donnybrook,No,,300000,15.0,9.7,"['Short', 'Comedy']",,A man loses a mob bosses dog.
Don’t Call Me Spinster // No me digas solterona,No,,300000,1551.0,6.7,['Drama'],"gender,bisexual,gay kiss,transvestism,transgender",
Doomed Marriage: 2022 // 다시 뜨거워지고 싶은 애로부부,No,,300000,,,,,
Dora the Explorer: Season 3,No,,300000,33690.0,6.1,"['Action', 'Adventure', 'Comedy']","based on tv series,no opening credits,city of gold,friend,explorer",Teenage explorer Dora leads her friends on an adventure to save her parents and solve the mystery behind a lost city of gold.
Doraemon the Movie: New Record of Nobita’s Spaceblazer // 映画ドラえもん 新・のび太の宇宙開拓史,No,,300000,531.0,6.6,"['Animation', 'Adventure', 'Comedy']","2d animation,cartoon cat,japan only film,anime animation,character name in title",The twist of hyperspace had been brought about by an accident when Nobita&apos;s room connected to Roppuru&apos;s spaceship door. Nobita who made friendship with Roppuru helps him to cultivate the wild planet where he is settled. On the pla...
Doraemon the Movie: Nobita and The Giant's Legend of Green Planet // 映画ドラえもん のび太と緑の巨人伝,No,,300000,885.0,6.5,"['Animation', 'Adventure', 'Comedy']","2d animation,japan only film,anime animation,cat,princess",Nobita finds a small plant still in a container at an abandoned area and decides to take it home. His mother asks him not to put it on their garden because it won&apos;t have space to properly grow. Therefore he asks Doraemon for help....
Doraemon the Movie: Nobita and the Island of Miracles - Animal Adventure // 映画ドラえもん のび太と奇跡の島 アニマルアドベンチャー,No,,300000,552.0,6.6,"['Animation', 'Action', 'Adventure']","2d animation,japan only film,cartoon cat,anime animation,character name in title","Nobita and Doraemon use time tree Mochi and catches a big bird Moa, which has been extinct for 500 years ago. To protect extinct the animal, Nobita and Doramon go to Beremon Island which is protected by a golden beetle named Herak..."
Doraemon the Movie: Nobita’s Dinosaur 2006 // 映画ドラえもん のび太の恐竜2006,No,,300000,1447.0,7.1,"['Animation', 'Adventure', 'Comedy']","2d animation,japan only film,cartoon cat,dinosaur,anime animation","After bringing a fossilized egg back to life with the Time Cloth, Nobita finds himself the owner of a baby dinosaur. Everything is fine until it grows up. Nobita and friends use Doraemon&apos;s time machine to return it back to its own..."
DoReMi Dalimi: Season 1 Part 1 // 반짝반짝 달님이: 시즌 1,No,,300000,,,"['Short', 'Game-Show']",non fiction,Checkmate season I games analyzed by Grandmaster Simon Williams part one .
"Dr. Psycho: Die Bösen, die Bullen, meine Frau und ich: Staffel 1",No,,300000,790.0,8.0,"['Comedy', 'Crime']","germany,joke,psychologist,police",An unpopular police psychologist (Ulmen) helps solving cases in an organized crime unit. Beside that he tries to live his own messy life.
DreadOut,No,,300000,798.0,5.0,"['Adventure', 'Fantasy', 'Horror']","apartment,based on video game,photograph,hunting,ghost",Six friends want to become popular by recording their adventures to be uploaded to social media accounts. They choose to go to the abandoned apartment and suddenly open a portal to the magical world and infuriate the portal guardian.
DreamWorks How to Train Your Dragon Legends (2011),No,,300000,1568.0,7.5,"['Animation', 'Adventure', 'Comedy']","cartoon,how to train your dragon,compilation","Prepare for high-flying adventures with Hiccup, Toothless and the rest of the Dragon Trainers. Meet new dragons, learn the secrets of the legendary Boneknapper and see what is in store for the holidays on the festive island of Berk."
Dresden,No,,300000,,,,,
Dry Martina,Yes,2019-05-10,300000,1114.0,5.8,"['Comedy', 'Drama']","libido,mature woman younger man sex,sexually frustrated woman,female protagonist,female name in title",
Due Date,No,,300000,354812.0,6.5,"['Comedy', 'Drama']","grand canyon national park,car chase,vomiting,watching tv,nogales arizona",
Due South: Season 2,No,,300000,7.0,6.2,['Reality-TV'],non fiction,
Dumb and Dumber (1994),No,,300000,404858.0,7.3,['Comedy'],"road trip,stupidity,toilet humor,reference to john denver,absurd comedy","After a woman leaves a briefcase at the airport terminal, a dumb limo driver and his dumber friend set out on a hilarious cross-country road trip to Aspen to return it."
Dumb and Dumber To,No,,300000,,,,,
Düşeş - Mafya Sızıntısı,No,,300000,122.0,1.4,"['Action', 'Comedy']",,
Easy Money // Snabba Cash,No,,300000,,,,,
Easy Money: Life Deluxe // Snabba cash - Livet deluxe,No,,300000,6047.0,6.2,"['Action', 'Crime', 'Drama']","swedish lifestyle,stockholm sweden,criminality in sweden,robbery,undercover",The final part of Stockholm criminal world trilogy tells about the final struggles that await everyone to get out of their sins.
Ek Main Aur Ekk Tu // एक मैं और एक तू,No,,300000,7125.0,5.8,"['Comedy', 'Drama', 'Romance']","friendship,christmas,psychotherapist,architect,outburst",A few drinks too many leads an uptight architect and quick-witted hairstylist to marry in Las Vegas. Can a mistake lead to friendship and love?
El niño (2014),No,,300000,6434.0,6.4,"['Action', 'Adventure', 'Crime']","gibraltar,two word title,drug trafficking,speedboat",A small-time trafficker working in the Gibraltar Straits.
El Vato: Season 1,No,2016-10-25,300000,,,"['Animation', 'Short']",,
Elis,No,,300000,223.0,7.9,['Documentary'],"behind the scenes,performance,bossa nova,album",
Ellen DeGeneres: Relatable: Special,Yes,2018-12-18,300000,4855.0,6.5,['Comedy'],"tv special,stand up comedy,lesbian,stand up comedy special",Comedian Ellen DeGeneres performs a live stand-up comedy set in Seattle.
Emilie: Season 1 // Les filles de Caleb: Saison 1,No,,300000,105.0,8.0,"['Short', 'Drama']",,A behind the scenes look at the new agents of NCIS.
Emmas Glück,No,,300000,2068.0,7.2,"['Drama', 'Romance']","sex,captive,male nudity,male frontal nudity,male full frontal nudity","Max is very ill. He decides to steal in his own company. But when he tries to run away with the money, he has a car accident that takes him to Emma&apos;s pigs farm."
Enes Batur Gerçek Kahraman,No,,300000,9467.0,1.4,['Comedy'],superhero,
Engage Kiss: Season 1,No,,300000,12.0,9.3,"['Documentary', 'Short']",,An in-depth look at Season 16 of NCIS.
English Babu Desi Mem // इंग्लिश बाबू देसी मेम,No,,300000,2583.0,4.6,"['Comedy', 'Drama', 'Musical']","brother,love,eight year old,dancer,uncle nephew relationship","After his brother dies, wealthy Vikram reluctantly goes back to India and forms a surprise bond with his orphaned nephew and the showgirl raising him."
Enrico Piaggio - An Italian Dream // Piaggio,No,,300000,34.0,7.9,"['Documentary', 'Biography']",,"With humor, insight, and compassion, PIZZA SHOP shares the journey of two Italian brothers who have run a successful restaurant for over 40 years, the sacrifices they&apos;ve made for their children, and what it means to immigrants whe..."
Entre Amis,No,,300000,766.0,4.9,"['Comedy', 'Drama']","man girl relationship,dancing on a boat,singing on a boat,reference to napoleon,reference to napoleon bonaparte","The friendship between Richard, Gilles and Philippe is tested during a cruise to Corsica with their companions.The cohabitation was difficult because of the bad weather and each couple problems.Some truths surface : jealousy, laug..."
Equilibrium,No,,300000,343349.0,7.3,"['Action', 'Drama', 'Sci-Fi']","dystopia,suppression of emotion,gun fu,law,brainwashing","In an oppressive future where all forms of feeling are illegal, a man in charge of enforcing the law rises to overthrow the system and state."
Erax,Yes,2022-02-17,300000,418.0,4.3,"['Short', 'Family', 'Mystery']",,"During a sleepover, Auntie Opal and her niece Nina accidentally release the mythical and dangerous Erax creatures that must be returned to the storybook from which they escaped."
Ergo Proxy: Season 1 // Ergo Proxy　エルゴプラクシー: シーズン1,No,,300000,,,,,
Escape // Flukt,No,,300000,138276.0,6.4,"['Action', 'Adventure', 'Horror']","escape room,puzzle,teamwork,clue,code",
Escape From Mogadishu // 모가디슈,No,,300000,6739.0,7.0,"['Action', 'Drama', 'Thriller']","civil war,1990s,somalia,africa,timeframe 1990s",In 1991 war-torn Somalia the personnel and the families of both the South Korean and the North Korean embassies have the same goal: to escape from Mogadishu.
Everybody Knows // Todos lo saben,No,,300000,37525.0,6.9,"['Crime', 'Drama', 'Mystery']","family secret,kidnapping,tied feet,bell tower,pigeon","Laura, a Spanish woman living in Buenos Aires, returns to her hometown outside Madrid with her two children to attend her sister&apos;s wedding. However, the trip is upset by unexpected events that bring secrets into the open."
Everything Will Be Fine: Season 1 // Todo va a estar bien: Temporada 1,Yes,2021-08-20,300000,79.0,5.6,"['Comedy', 'Crime', 'Drama']","female frontal nudity,female full frontal nudity,female topless nudity,female nudity,male nudity",
Exatlon: Season 1,No,2020-07-03,300000,,,,,
Expedition Happiness,No,,300000,4808.0,5.9,['Documentary'],search,"Two free spirits, one dog. Traveling the vast spaces of an enormous continent in search of something more."
Eye in the Sky (2015),No,,300000,90409.0,7.3,"['Action', 'Drama', 'Thriller']","drone pilot,terrorist cell,drone strike,terrorist,collateral damage",
Fall of the Krays,No,,300000,725.0,4.6,['Crime'],"gangland,london england,gangster,organized crime,surname in title","Simon Cotton as Ronnie Kray and Kevin Leslie as Reggie Kray, picks up the story of the infamous Firm as the sanity of the two brothers bring uncertainties to their business plans . now with their empire in place, the brothers must..."
Family History,No,,300000,111.0,7.1,['Drama'],love,"A heartwarming story about the values of life, marriage, and love that will always lead you home."
Fantastic Four (2015),No,,300000,174293.0,4.3,"['Action', 'Adventure', 'Sci-Fi']","troubled production,marvel comics,fantastic four,invisibility,superhero team",Four young outsiders teleport to an alternate and dangerous universe which alters their physical form in shocking ways. The four must learn to harness their new abilities and work together to save Earth from a former friend turned...
Fantozzi,No,,300000,6842.0,7.9,['Comedy'],"italy,unlucky,voice over narration,surrealism,new year&apos;s eve",
Farha // ﻓرﺣﺔ,No,,300000,85948.0,8.1,['Drama'],"coming of age,identity,exile,period piece,title directed by female",A 14-year-old girl in 1948 Palestine watches from a locked pantry as catastrophe consumes her home.
Fat Choi Spirit // 嚦咕嚦咕新年財 // 呖咕呖咕新年财,No,,300000,1208.0,6.7,"['Comedy', 'Romance']","family relationships,gambler,bankruptcy,mahjong","Centres around a Mahjong master, Andy, and his dealings with his ex-girlfriend, estranged family and a local gang."
Fate/EXTRA Last Encore: Illustrias Geocentric Theory,No,2018-07-31,300000,,,,,
Father Matteo: Season 12 // Don Matteo: Season 12,No,,300000,,,,,
Fear and Loathing in Las Vegas,No,,300000,297553.0,7.5,"['Adventure', 'Comedy', 'Drama']","hallucination,1970s,drugs,las vegas nevada,casino",
Felipe Esparza: Bad Decisions: Limited Series,Yes,2020-09-01,300000,197.0,5.4,['Comedy'],"tv mini series,stand up comedy special",
Feminists: What Were They Thinking?,Yes,2018-10-12,300000,2437.0,7.1,['Documentary'],"feminism,feminist,feminist film",Feminists: What Were They Thinking? takes aim at our current culture revealing all too vividly the urgent need for continued change.
Fenix: Season 1,No,2020-01-31,300000,12.0,9.3,"['Documentary', 'Short']",,An in-depth look at Season 16 of NCIS.
Fig Jam // İncir Reçeli,No,,300000,,,"['Short', 'Comedy']",,"Tinder hookups are stressful in non-pandemic times, but Brenda and her late night visitor are about to find out just how crazy things can get in the age of Corona."
Fight Back to School // 逃學威龍 // 逃学威龙,No,,300000,4590.0,7.1,"['Action', 'Comedy', 'Crime']","gun,undercover cop,weapons smuggling,high school,shootout",A SWAT team leader is forced by his captain to go undercover as a high school student to retrieve the captain&apos;s personal gun which was stolen during a school field trip to the police station.
Finally Found Someone,Yes,,300000,265.0,5.8,"['Comedy', 'Romance']",father,"Aprilyn who is left by his groom on the day of their wedding becomes viral online. Devastated, she meets Raffy who works at a PR agency hired by the father of the groom who will help her move on."
Fish Tank,No,,300000,64526.0,7.3,['Drama'],"sex with a minor,15 year old,teenage girl,council estate,mother and daughter have sex with the same man",
Fist of the North Star: Season 1 // 北斗の拳: 第1部 (第1話 - 第22話),No,,300000,,,,,
Fists of Legend // 전설의 주먹,No,,300000,1219.0,6.8,['Action'],friend,
Flirting Scholar // 唐伯虎點秋香 // 唐伯虎点秋香,No,,300000,5993.0,7.6,"['Comedy', 'Romance']","family relationships,girl","A scholar in search of true love. Disguising himself as a houseboy, he indentures himself to a rich family in order to pursue the ravishing servant girl who has stolen his heart."
Fortune Feimster: Sweet & Salty,Yes,2020-01-21,300000,,,['Comedy'],,
Foxtrot Six,No,,300000,1504.0,5.4,"['Action', 'Drama', 'Sci-Fi']","party,military,future,squad,struggle",
Französisch für Anfänger,No,,300000,,,,,
Friday After Next,No,,300000,29533.0,5.8,"['Comedy', 'Drama']","santa claus character,climbing a fence,hood,body lands on a car,lapd los angeles police department","Working as security guards, Craig and Day-Day run into the thief who stole their Christmas presents."
From Me to You // 君に届け,No,,300000,,,"['Short', 'Horror', 'Sci-Fi']",title directed by female,
From Paris with Love,No,,300000,120692.0,6.4,"['Action', 'Crime', 'Thriller']","premarital sex,villainess,spy,france,blood","In Paris, a young employee in the office of the US Ambassador hooks up with an American spy looking to stop a terrorist attack in the city."
Fucking Berlin,No,,300000,2419.0,5.2,"['Drama', 'Romance']","prostitution,awkward situation,animal cruelty,fetishism,betrayed by best friend","A beautiful girl, bored and hungry for life, takes advantage of her new-found freedom away from her parents to explore what lies beneath the surface of Berlin."
Gaby Estrella: O Filme,No,,300000,42.0,6.3,"['Adventure', 'Comedy', 'Family']",,
Gad Gone Wild // Gad Elmaleh Part en Live,Yes,2017-01-23,300000,3294.0,4.0,"['Comedy', 'Romance']","gay,male rear nudity,gay sex,male frontal nudity,bare chested male",
Gallipoli: Season 1,No,,300000,,,,,
Gangster Squad,No,,300000,221218.0,6.7,"['Action', 'Crime', 'Drama']","police vigilantism,year 1949,smoking after sex,interrogation,torture","It&apos;s 1949 Los Angeles, the city is run by gangsters and a malicious mobster, Mickey Cohen. Determined to end the corruption, John O&apos;Mara assembles a team of cops, ready to take down the ruthless leader and restore peace to the city."
Gantz (2004): The First Stage,No,,300000,,,"['Action', 'Sport']",,
Gegege no Kitaro 6: Season 1 // ゲゲゲの鬼太郎 (第6作): 第1部,No,,300000,,,"['Short', 'Drama']",,A behind the scenes look at season 6 of Elementary.
Gentlemen's Club // Pánský klub,No,,300000,10.0,5.0,['Action'],,Three guys make a bet to win the heart of a girl. She finds out and plays them against each other in this bizarre love triangle.
Geordie Shore: Season 19,No,,300000,,,,,
Geordie Shore: Season 20,No,,300000,,,,,
George Lopez: We'll Do It For Half,Yes,2020-06-30,300000,485.0,5.7,['Comedy'],"the future,tv special,stand up comedy,stand up comedy special","Comedian George Lopez tackles the future and the past of Hispanic culture in America, touching on immigration, his tough relatives, aging and much more."
Ghost (1990),No,,300000,,,,,
Ghost in the Shell: SAC_2045 Sustainable War // 攻殻機動隊 SAC_2045 持続可能戦争,No,2022-05-09,300000,452.0,5.8,"['Animation', 'Action', 'Sci-Fi']","female cyborg,anime,cyborg sci fi,cyber thriller,anime animation","In the year 2045, cybernetic mercenary Motoko Kusanagi returns to Section 9 to face a dangerous new threat: the posthumans. A feature-length recut of the first season of Ghost in the Shell: SAC_2045."
Ghost in the Shell: Stand Alone Complex: 2nd Gig // 攻殻機動隊 STAND ALONE COMPLEX: 攻殻機動隊 S.A.C. 2nd GIG,No,,300000,2171.0,8.1,"['Animation', 'Action', 'Drama']","anime animation,japanese cyberpunk,hacking,computer",
Ghost Killers vs Bloody Mary // Exterminadores do Além Contra a Loira do Banheiro,No,,300000,1733.0,5.6,"['Comedy', 'Horror']","politically incorrect,politically incorrect humor,fetus,blood,school",Four YouTubers with expertise in supernatural events are seeking recognition from the audience whilst solving the urban legend of the Bathroom Blonde Case: the spirit that haunts the schools&apos; bathroom in Brazil.
Ghost Writer 2,No,,300000,180.0,6.6,"['Comedy', 'Drama', 'Horror']","sequel,second part,number 2 in title,ghost,forest","Naya, a novelist and works as a screenwriter in a company. In the midst of trying to survive with hiss sister, Darto, Naya again has to face a ghost."
Gierek,No,,300000,771.0,4.6,"['Biography', 'Drama']",politics,A film about a man with a breakthrough history of Poland in the background. Edward Gierek is one of the most important figures of the 20th century in the collective memory of Polish people. Even though he stands in line with notab...
Gin Tama: Season 6 // 銀魂: 第2期延長戦,No,,300000,10.0,9.3,"['Short', 'Drama']",,A behind the scenes look at the Elementary writers favorite episodes.
Girl Gang,No,,300000,231.0,6.5,['Documentary'],influencer,"The 14-year-old Leonie, a successful influencer living on the outskirts of Berlin."
Gladiators of Rome // Gladiatori di Roma,No,,300000,,,"['Action', 'History']","survival game,gladiator,rpg,roman empire,caesar","The protagonist, played by the user, finds himself stranded in Northern Italy, only half-conscious after an ambush on a caravan. Through battling against hostile legions and brutal savage tribes in Gallia, he uncovers a plot that ..."
Glorious Days // Bebas,No,,300000,708.0,7.4,"['Comedy', 'Drama', 'Musical']","choir,reunion,school,flashback,gang","A group of five girls and one boy becomes best friends since high school. One tragic event had to split them apart. 23 years later, one of them lay dying in a hospital. She hopes she could see all five of her old friends for the l..."
Go Back // 고백,No,,300000,1157.0,6.0,"['Comedy', 'Drama']",girl,"When spoiled rich girl Sasha Li blows through most of her trust fund, she is cut off by her father and forced to go back to China and work for the family toy business."
Go For It // Nati con la camicia,No,,300000,10722.0,7.1,"['Action', 'Adventure', 'Comedy']","stealing a truck,fistfight,beating,ventriloquist,spy spoof","Two men meet in a strange situation and end up being mistaken first for robbers, then for Secret Service agents."
God of Gamblers II // 賭俠 // 赌侠,No,,300000,6171.0,7.2,"['Action', 'Adventure', 'Comedy']","gambling,casino,gambler,playing cards,poker",
God Willing // Se Dio vuole,No,,300000,4389.0,6.7,['Comedy'],"priest,atheist,religion,atheism,church","A young man&apos;s decision to become a priest affects his whole family, especially his father."
God's Neighbors // המשגיחים,No,,300000,,,,,
Gogglebox: Season 2,No,,300000,,,,,
Gogo Dino Explorers 2 // 고고다이노 공룡탐험대 2,No,,300000,,,,,
Gokusen: The Movie // ごくせん THE MOVIE,No,,300000,604.0,5.8,"['Comedy', 'Drama']","live action remake of anime,young,teacher,school,movie in title",A young teacher is given the toughest classroom in the school. Based on the TV series.
Golmaal Returns // गोलमाल रिटर्न्स,No,,300000,8769.0,5.2,"['Comedy', 'Crime', 'Mystery']","second part,parody comedy,police,wife,suspicious wife","A man is sandwiched between his over possessive wife and a police inspector, where he is suspected for adultery and murder."
Gone Girl,No,,300000,1043534.0,8.1,"['Drama', 'Mystery', 'Thriller']","missing person,disappearance,murder suspect,husband wife relationship,based on novel","With his wife&apos;s disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it&apos;s suspected that he may not be innocent."
Gosford Park,No,,300000,92482.0,7.2,"['Comedy', 'Drama', 'Mystery']","ensemble cast,butler,country estate,murder investigation,high society","Set in the 1930s, a group of pretentious rich and famous get together for a weekend of relaxation at a hunting resort. But when a murder occurs, each one of these interesting characters becomes a suspect."
Gravity (2013),No,,300000,853067.0,7.7,"['Drama', 'Sci-Fi', 'Thriller']","space station,female protagonist,sole survivor,self sacrifice,long take",Two astronauts work together to survive after an accident leaves them stranded in space.
Green Lantern: Beware My Power,No,,300000,4513.0,6.2,"['Animation', 'Action', 'Adventure']","dc comics,2d animation,superhero sci fi","Recently discharged Marine sniper John Stewart is at a crossroads in his life, one which is only complicated by receiving an extraterrestrial ring which grants him the powers of the Green Lantern of Earth."
Greg Davies Live: Firing Cheeseballs at a Dog,No,,300000,565.0,7.7,"['Documentary', 'Comedy']","stand up comedy special,stand up comedy",Greg Davies hotly anticipated debut stand-up was a smash hit at the 2010 Edinburgh festival. It promises to address every single issue important to the human race... It lies... But it&apos;ll be funny!
Guardians // Защитники,No,,300000,350579.0,7.9,"['Action', 'Adventure', 'Comedy']","based on comic,god complex,raccoon,guardians of the galaxy,marvel comics","Still reeling from the loss of Gamora, Peter Quill rallies his team to defend the universe and one of their own - a mission that could mean the end of the Guardians if not successful."
Guardians of the Tomb,No,2018-03-02,300000,350579.0,7.9,"['Action', 'Adventure', 'Comedy']","based on comic,god complex,raccoon,guardians of the galaxy,marvel comics","Still reeling from the loss of Gamora, Peter Quill rallies his team to defend the universe and one of their own - a mission that could mean the end of the Guardians if not successful."
Guilty Crown: Season 1 // ギルティクラウン: シーズン1,No,,300000,11.0,7.0,"['Documentary', 'Short']",,
Hail the Judge // 九品芝麻官（白面包青天） // 九品芝麻官,No,,300000,,,,,
"Hail, Caesar! (2016)",No,,300000,141377.0,6.3,"['Comedy', 'Drama', 'Mystery']","film within a film,communist conspiracy,screenwriter,studio system,film industry",A Hollywood fixer in the 1950s works to keep the studio&apos;s stars in line.
Hannah Gadsby: Douglas,Yes,2020-05-26,300000,4555.0,7.6,['Comedy'],"venn diagram,tv special,stand up comedy,stand up comedy special",
Hannah Gadsby: Nanette,Yes,2018-06-19,300000,13367.0,8.1,"['Documentary', 'Comedy']","tv special,stand up comedy,f word,reference to bill cosby,reference to harvey weinstein","Australian comic Hannah Gadsby reshapes standard stand-up by pairing punchlines with personal revelations on gender, sexuality and childhood turmoil."
